eid	GMid	SYS	weightFC.BB	weightFC.BP	weightFC.B15	BAvg	weightFC.P	weightR.M	weight	weight.HPA4s	Inode
2322	2322	FLT3	0	0.458984375	0	0.152994791666667	0	0	0	0	0.0611979166666667
11025	LILRB3	LILRA6	0	0	0.457467778835116	0.152489259611705	0	0	0	0	0.0609957038446821
100463498	MTRNR2L12	MTRNR2L12	0.457013574660633	0	0	0.152337858220211	0	0	0	0	0.0609351432880844
241	241	ALOX5AP	0	0	0.454374391859318	0.151458130619773	0	0	0	0	0.0605832522479091
3433	3433	IFIT2	0	0	0.453930835470383	0.151310278490128	0	0	0	0	0.0605241113960511
1311	1311	P49747	0	0	0	0	0.172829994976906	0	0	0	0.0604904982419171
759	759	CA1	0	0	0.453475322011358	0.151158440670453	0	0	0	0	0.0604633762681811
5610	5610	EIF2AK2	0	0	0.453307324717606	0.151102441572535	0	0	0	0	0.0604409766290141
27071	27071	DAPP1	0	0	0.45200081640857	0.150666938802857	0	0	0	0	0.0602667755211427
3026	3026	Q14520	0	0	0	0	0.171762118280573	0	0	0	0.0601167413982005
1232	1232	CCR3	0	0.4501953125	0	0.150065104166667	0	0	0	0	0.0600260416666667
3118	3118	HLA-DQA2	0	0.4501953125	0	0.150065104166667	0	0	0	0	0.0600260416666667
6794	6794	STK11	0	0	0	0	0	0.6	0	0	0.06
10261	10261	IGSF6	0	0	0.448476718687188	0.149492239562396	0	0	0	0	0.0597968958249584
116369	116369	SLC26A8	0	0	0.447318468396278	0.149106156132093	0	0	0	0	0.0596424624528371
6354	6354	CCL7	0	0	0.445652221145452	0.148550740381817	0	0	0	0	0.0594202961527269
3485	3485	IGFBP2	0	0.4453125	0	0.1484375	0	0	0	0	0.059375
22895	22895	RPH3A	0	0	0.445021900516025	0.148340633505342	0	0	0	0	0.0593362534021367
717	717	P06681	0	0	0	0	0.168824535835162	0	0	0	0.0590885875423067
90134	90134	KCNH7	0	0	0.442491010716268	0.147497003572089	0	0	0	0	0.0589988014288357
22999	22999	RIMS1	0.440422322775264	0	0	0.146807440925088	0	0	0	0	0.0587229763700352
3437	3437	IFIT3	0	0	0.438320052700957	0.146106684233652	0	0	0	0	0.0584426736934609
11262	11262	SP140	0	0	0.437602022303057	0.145867340767686	0	0	0	0	0.0583469363070743
10457	10457	GPNMB	0	0.4375	0	0.145833333333333	0	0	0	0	0.0583333333333333
348110	348110	ARPIN	0	0.4375	0	0.145833333333333	0	0	0	0	0.0583333333333333
28983	28983	TMPRSS11E	0.436274509803922	0	0	0.145424836601307	0	0	0	0	0.0581699346405229
10673	10673	TNFSF13B	0	0	0.43591884431151	0.14530628143717	0	0	0	0	0.058122512574868
3007	3007	HIST1H1D	0.43552036199095	0	0	0.145173453996983	0	0	0	0	0.0580693815987933
9381	9381	OTOF	0	0.4345703125	0	0.144856770833333	0	0	0	0	0.0579427083333333
6291	6291	P35542	0	0	0	0	0.16524363222625	0	0	0	0.0578352712791875
3778	3778	KCNMA1	0	0.431640625	0	0.143880208333333	0	0	0	0	0.0575520833333333
4327	4327	MMP19	0	0.431640625	0	0.143880208333333	0	0	0	0	0.0575520833333333
6535	6535	SLC6A8	0	0	0	0	0	0.575	0	0	0.0575
366	366	AQP9	0	0	0.430643025139269	0.143547675046423	0	0	0	0	0.0574190700185692
7031	7031	TFF1	0.428355957767722	0	0	0.142785319255907	0	0	0	0	0.0571141277023629
1370	1370	P22792	0	0	0	0	0.162986974087077	0	0	0	0.0570454409304769
157983	157983	C9orf66	0	0	0.425651944630032	0.141883981543344	0	0	0	0	0.0567535926173376
79933	79933	SYNPO2L	0	0	0.425586698022856	0.141862232674285	0	0	0	0	0.0567448930697141
23643	23643	LY96	0	0	0.425347895055527	0.141782631685176	0	0	0	0	0.0567130526740703
4600	4600	MX2	0	0	0.423605172582037	0.141201724194012	0	0	0	0	0.0564806896776049
929	929	P08571	0	0	0	0	0.161038157669719	0	0	0	0.0563633551844016
81494	81494	Q9BXR6	0	0	0	0	0.160870327667024	0	0	0	0.0563046146834584
350	350	P02749	0	0	0	0	0.159688155238214	0	0	0	0.0558908543333749
79414	79414	LRFN3	0	0	0.418450094820995	0.139483364940332	0	0	0	0	0.0557933459761327
399	399	RHOH	0	0	0.418391796275065	0.139463932091688	0	0	0	0	0.0557855728366753
374	374	AREG	0	0.41796875	0	0.139322916666667	0	0	0	0	0.0557291666666667
3576	3576	CXCL8	0	0.4169921875	0	0.138997395833333	0	0	0	0	0.0555989583333333
9411	9411	ARHGAP29	0	0.4169921875	0	0.138997395833333	0	0	0	0	0.0555989583333333
9590	9590	AKAP12	0	0.416015625	0	0.138671875	0	0	0	0	0.05546875
1773	1773	DNASE1	0	0	0.41530825306301	0.138436084354337	0	0	0	0	0.0553744337417347
4939	4939	OAS2	0	0	0.414637509986488	0.138212503328829	0	0	0	0	0.0552850013315317
729	729	P13671	0	0	0	0	0.15758380654498	0	0	0	0.055154332290743
57817	57817	HAMP	0	0	0.413235632452958	0.137745210817653	0	0	0	0	0.0550980843270611
2934	GSN	P06396	0.108220211161388	0	0	0.0360734037204627	0.116157613343325	0	0	0	0.0550845261583488
2215	2215	FCGR3B	0	0	0.410590780979623	0.136863593659874	0	0	0	0	0.0547454374639497
22797	22797	TFEC	0	0	0.410489760728139	0.136829920242713	0	0	0	0	0.0547319680970852
5005	5005	P19652	0	0	0	0	0.155978707481026	0	0	0	0.0545925476183591
10911	10911	UTS2	0.409125188536953	0	0	0.136375062845651	0	0	0	0	0.0545500251382604
80231	80231	CXorf21	0	0	0.408801671781134	0.136267223927045	0	0	0	0	0.0545068895708179
6853	6853	SYN1	0	0	0.408277398121759	0.136092466040586	0	0	0	0	0.0544369864162345
5654	5654	HTRA1	0	0.408203125	0	0.136067708333333	0	0	0	0	0.0544270833333333
53841	53841	CDHR5	0	0	0.408152196784426	0.136050732261475	0	0	0	0	0.0544202929045901
54809	54809	SAMD9	0	0	0.408117848204312	0.136039282734771	0	0	0	0	0.0544157130939083
8715	8715	NOL4	0	0	0.407413937900058	0.135804645966686	0	0	0	0	0.0543218583866744
6348	6348	CCL3	0	0	0.406247908003204	0.135415969334401	0	0	0	0	0.0541663877337605
219285	219285	SAMD9L	0	0	0.405314737105093	0.135104912368364	0	0	0	0	0.0540419649473457
6707	6707	SPRR3	0.40422322775264	0	0	0.134741075917547	0	0	0	0	0.0538964303670187
222584	222584	FAM83B	0.403846153846154	0	0	0.134615384615385	0	0	0	0	0.0538461538461539
567	567	P61769	0	0	0	0	0.15382840983218	0	0	0	0.053839943441263
273	273	AMPH	0	0.400390625	0	0.133463541666667	0	0	0	0	0.0533854166666667
3586	3586	IL10	0	0.400390625	0	0.133463541666667	0	0	0	0	0.0533854166666667
114770	114770	Q96PD5	0	0	0	0	0.152442655513955	0	0	0	0.0533549294298842
8993	8993	PGLYRP1	0	0	0.399707864358595	0.133235954786198	0	0	0	0	0.0532943819144793
9955	9955	HS3ST3A1	0	0	0.398850016819892	0.132950005606631	0	0	0	0	0.0531800022426523
5950	5950	P02753	0	0	0	0	0.151835668630244	0	0	0	0.0531424840205854
11227	11227	GALNT5	0.398567119155354	0	0	0.132855706385118	0	0	0	0	0.0531422825540472
59340	59340	HRH4	0	0.3974609375	0	0.132486979166667	0	0	0	0	0.0529947916666667
5608	5608	MAP2K6	0	0	0.397250989348298	0.132416996449433	0	0	0	0	0.0529667985797731
79370	79370	BCL2L14	0	0	0.395787805946333	0.131929268648778	0	0	0	0	0.0527717074595111
220323	220323	Q86UD1	0	0	0	0	0.150670975915364	0	0	0	0.0527348415703774
993	993	CDC25A	0	0.3955078125	0	0.1318359375	0	0	0	0	0.052734375
3939	3939	P00338	0	0	0	0	0.150143195581717	0	0	0	0.0525501184536009
79603	79603	CERS4	0	0	0	0	0	0.525	0	0	0.0525
978	978	CDA	0	0	0.393361867469564	0.131120622489855	0	0	0	0	0.0524482489959419
1048	1048	CEACAM5	0.392911010558069	0	0	0.13097033685269	0	0	0	0	0.0523881347410759
91351	91351	DDX60L	0	0	0.392712058019015	0.130904019339672	0	0	0	0	0.0523616077358687
51338	51338	MS4A4A	0	0.392578125	0	0.130859375	0	0	0	0	0.05234375
22802	22802	CLCA4	0.392156862745098	0	0	0.130718954248366	0	0	0	0	0.0522875816993464
3008	3008	HIST1H1E	0.389894419306184	0	0	0.129964806435395	0	0	0	0	0.0519859225741579
118932	118932	ANKRD22	0	0	0.388459988407555	0.129486662802518	0	0	0	0	0.0517946651210073
2045	2045	EPHA7	0	0	0.388056667213808	0.129352222404603	0	0	0	0	0.0517408889618411
115362	115362	GBP5	0	0	0.387856953752445	0.129285651250815	0	0	0	0	0.051714260500326
283316	283316	CD163L1	0	0.3876953125	0	0.129231770833333	0	0	0	0	0.0516927083333333
317772	317772	HIST2H2AB	0.386123680241327	0	0	0.128707893413776	0	0	0	0	0.0514831573655103
7454	7454	WAS	0	0	0.385815150907032	0.128605050302344	0	0	0	0	0.0514420201209376
3759	3759	KCNJ2	0	0	0.384679551354275	0.128226517118092	0	0	0	0	0.0512906068472367
6279	6279	S100A8	0	0	0.384459460661003	0.128153153553668	0	0	0	0	0.0512612614214671
9636	9636	ISG15	0	0	0.384025216906538	0.128008405635513	0	0	0	0	0.0512033622542051
5267	5267	P29622	0	0	0	0	0.14581185856207	0	0	0	0.0510341504967245
132724	132724	TMPRSS11B	0.382730015082956	0	0	0.127576671694319	0	0	0	0	0.0510306686777275
8542	8542	O14791	0	0	0	0	0.145679740290476	0	0	0	0.0509879091016666
8796	8796	SCEL	0.381975867269985	0	0	0.127325289089995	0	0	0	0	0.050930115635998
7177	7177	TPSB2	0	0	0.381895016537922	0.127298338845974	0	0	0	0	0.0509193355383896
8460	8460	TPST1	0	0.3818359375	0	0.127278645833333	0	0	0	0	0.0509114583333333
285852	285852	TREML4	0	0	0.381827735993212	0.127275911997737	0	0	0	0	0.0509103647990949
26353	26353	HSPB8	0.381598793363499	0	0	0.127199597787833	0	0	0	0	0.0508798391151332
4923	4923	NTSR1	0	0.380859375	0	0.126953125	0	0	0	0	0.05078125
197	197	P02765	0	0	0	0	0.145057396204161	0	0	0	0.0507700886714563
94	94	ACVRL1	0	0.3798828125	0	0.126627604166667	0	0	0	0	0.0506510416666667
1117	1117	CHI3L2	0	0	0.378011689476147	0.126003896492049	0	0	0	0	0.0504015585968196
27284	27284	SULT1B1	0	0	0.377649270191863	0.125883090063954	0	0	0	0	0.0503532360255817
5552	5552	SRGN	0	0	0.376697285066921	0.125565761688974	0	0	0	0	0.0502263046755895
6948	6948	TCN2	0	0.3759765625	0	0.125325520833333	0	0	0	0	0.0501302083333333
7060	7060	P35443	0	0	0	0	0.143016283597393	0	0	0	0.0500556992590875
10142	10142	AKAP9	0	0	0	0	0	0	1	0	0.05
10146	10146	G3BP1	0	0	0	0	0	0	1	0	0.05
10157	10157	AASS	0	0	0	0	0	0	1	0	0.05
10193	10193	RNF41	0	0	0	0	0	0	1	0	0.05
10199	10199	MPHOSPH10	0	0	0	0	0	0	1	0	0.05
10204	10204	NUTF2	0	0	0	0	0	0	1	0	0.05
10238	10238	DCAF7	0	0	0	0	0	0	1	0	0.05
10270	10270	AKAP8	0	0	0	0	0	0	1	0	0.05
10280	10280	SIGMAR1	0	0	0	0	0	0	1	0	0.05
10283	10283	CWC27	0	0	0	0	0	0	1	0	0.05
10295	10295	BCKDK	0	0	0	0	0	0	1	0	0.05
10426	10426	TUBGCP3	0	0	0	0	0	0	1	0	0.05
10463	10463	SLC30A9	0	0	0	0	0	0	1	0	0.05
10516	10516	FBLN5	0	0	0	0	0	0	1	0	0.05
10525	10525	HYOU1	0	0	0	0	0	0	1	0	0.05
10531	10531	PITRM1	0	0	0	0	0	0	1	0	0.05
10569	10569	SLU7	0	0	0	0	0	0	1	0	0.05
10577	10577	NPC2	0	0	0	0	0	0	1	0	0.05
1063	1063	CENPF	0	0	0	0	0	0	1	0	0.05
10632	10632	ATP5L	0	0	0	0	0	0	1	0	0.05
10844	10844	TUBGCP2	0	0	0	0	0	0	1	0	0.05
10890	10890	RAB10	0	0	0	0	0	0	1	0	0.05
10897	10897	YIF1A	0	0	0	0	0	0	1	0	0.05
10956	10956	OS9	0	0	0	0	0	0	1	0	0.05
11001	11001	SLC27A2	0	0	0	0	0	0	1	0	0.05
11064	11064	CNTRL	0	0	0	0	0	0	1	0	0.05
11101	11101	ATE1	0	0	0	0	0	0	1	0	0.05
11113	11113	CIT	0	0	0	0	0	0	1	0	0.05
11116	11116	FGFR1OP	0	0	0	0	0	0	1	0	0.05
11190	11190	CEP250	0	0	0	0	0	0	1	0	0.05
113174	113174	SAAL1	0	0	0	0	0	0	1	0	0.05
11340	11340	EXOSC8	0	0	0	0	0	0	1	0	0.05
1173	1173	AP2M1	0	0	0	0	0	0	1	0	0.05
126789	126789	PUSL1	0	0	0	0	0	0	1	0	0.05
1291	1291	COL6A1	0	0	0	0	0	0	1	0	0.05
131118	131118	DNAJC19	0	0	0	0	0	0	1	0	0.05
1312	1312	COMT	0	0	0	0	0	0	1	0	0.05
143888	143888	KDELC2	0	0	0	0	0	0	1	0	0.05
145282	145282	MIPOL1	0	0	0	0	0	0	1	0	0.05
1459	1459	CSNK2A2	0	0	0	0	0	0	1	0	0.05
1460	1460	CSNK2B	0	0	0	0	0	0	1	0	0.05
148867	148867	SLC30A7	0	0	0	0	0	0	1	0	0.05
151188	151188	ARL6IP6	0	0	0	0	0	0	1	0	0.05
152789	152789	JAKMIP1	0	0	0	0	0	0	1	0	0.05
159195	159195	USP54	0	0	0	0	0	0	1	0	0.05
161	161	AP2A2	0	0	0	0	0	0	1	0	0.05
162427	162427	FAM134C	0	0	0	0	0	0	1	0	0.05
1662	1662	DDX10	0	0	0	0	0	0	1	0	0.05
169714	169714	QSOX2	0	0	0	0	0	0	1	0	0.05
1727	1727	CYB5R3	0	0	0	0	0	0	1	0	0.05
1786	1786	DNMT1	0	0	0	0	0	0	1	0	0.05
1861	1861	TOR1A	0	0	0	0	0	0	1	0	0.05
196527	196527	ANO6	0	0	0	0	0	0	1	0	0.05
2011	2011	MARK2	0	0	0	0	0	0	1	0	0.05
201134	201134	CEP112	0	0	0	0	0	0	1	0	0.05
202018	202018	TAPT1	0	0	0	0	0	0	1	0	0.05
2040	2040	STOM	0	0	0	0	0	0	1	0	0.05
2150	2150	F2RL1	0	0	0	0	0	0	1	0	0.05
2181	2181	ACSL3	0	0	0	0	0	0	1	0	0.05
219743	219743	TYSND1	0	0	0	0	0	0	1	0	0.05
2200	2200	FBN1	0	0	0	0	0	0	1	0	0.05
2201	2201	FBN2	0	0	0	0	0	0	1	0	0.05
22931	22931	RAB18	0	0	0	0	0	0	1	0	0.05
22981	22981	NINL	0	0	0	0	0	0	1	0	0.05
23065	23065	EMC1	0	0	0	0	0	0	1	0	0.05
23071	23071	ERP44	0	0	0	0	0	0	1	0	0.05
23077	23077	MYCBP2	0	0	0	0	0	0	1	0	0.05
23085	23085	ERC1	0	0	0	0	0	0	1	0	0.05
23107	23107	MRPS27	0	0	0	0	0	0	1	0	0.05
23111	23111	SPG20	0	0	0	0	0	0	1	0	0.05
23155	23155	CLCC1	0	0	0	0	0	0	1	0	0.05
23177	23177	CEP68	0	0	0	0	0	0	1	0	0.05
23185	23185	LARP4B	0	0	0	0	0	0	1	0	0.05
23195	23195	MDN1	0	0	0	0	0	0	1	0	0.05
23203	23203	PMPCA	0	0	0	0	0	0	1	0	0.05
23307	23307	FKBP15	0	0	0	0	0	0	1	0	0.05
23325	23325	KIAA1033	0	0	0	0	0	0	1	0	0.05
23333	23333	DPY19L1	0	0	0	0	0	0	1	0	0.05
23339	23339	VPS39	0	0	0	0	0	0	1	0	0.05
23367	23367	LARP1	0	0	0	0	0	0	1	0	0.05
23404	23404	EXOSC2	0	0	0	0	0	0	1	0	0.05
23408	23408	SIRT5	0	0	0	0	0	0	1	0	0.05
23476	23476	BRD4	0	0	0	0	0	0	1	0	0.05
23509	23509	POFUT1	0	0	0	0	0	0	1	0	0.05
23636	23636	NUP62	0	0	0	0	0	0	1	0	0.05
23646	23646	PLD3	0	0	0	0	0	0	1	0	0.05
23649	23649	POLA2	0	0	0	0	0	0	1	0	0.05
23765	23765	IL17RA	0	0	0	0	0	0	1	0	0.05
23787	23787	MTCH1	0	0	0	0	0	0	1	0	0.05
24149	24149	ZNF318	0	0	0	0	0	0	1	0	0.05
25777	25777	SUN2	0	0	0	0	0	0	1	0	0.05
25831	25831	HECTD1	0	0	0	0	0	0	1	0	0.05
25873	25873	RPL36	0	0	0	0	0	0	1	0	0.05
25921	25921	ZDHHC5	0	0	0	0	0	0	1	0	0.05
25940	25940	FAM98A	0	0	0	0	0	0	1	0	0.05
25980	25980	AAR2	0	0	0	0	0	0	1	0	0.05
25983	25983	NGDN	0	0	0	0	0	0	1	0	0.05
26058	26058	GIGYF2	0	0	0	0	0	0	1	0	0.05
26092	26092	TOR1AIP1	0	0	0	0	0	0	1	0	0.05
26355	26355	FAM162A	0	0	0	0	0	0	1	0	0.05
26515	26515	TIMM10B	0	0	0	0	0	0	1	0	0.05
26519	26519	TIMM10	0	0	0	0	0	0	1	0	0.05
26520	26520	TIMM9	0	0	0	0	0	0	1	0	0.05
26521	26521	TIMM8B	0	0	0	0	0	0	1	0	0.05
26574	26574	AATF	0	0	0	0	0	0	1	0	0.05
2671	2671	GFER	0	0	0	0	0	0	1	0	0.05
2677	2677	GGCX	0	0	0	0	0	0	1	0	0.05
26986	26986	PABPC1	0	0	0	0	0	0	1	0	0.05
26993	26993	AKAP8L	0	0	0	0	0	0	1	0	0.05
27069	27069	GHITM	0	0	0	0	0	0	1	0	0.05
2717	2717	GLA	0	0	0	0	0	0	1	0	0.05
27243	27243	CHMP2A	0	0	0	0	0	0	1	0	0.05
27248	27248	ERLEC1	0	0	0	0	0	0	1	0	0.05
27346	27346	TMEM97	0	0	0	0	0	0	1	0	0.05
27430	27430	MAT2B	0	0	0	0	0	0	1	0	0.05
2782	2782	GNB1	0	0	0	0	0	0	1	0	0.05
2787	2787	GNG5	0	0	0	0	0	0	1	0	0.05
2801	2801	GOLGA2	0	0	0	0	0	0	1	0	0.05
2802	GOLGA3	GOLGA3	0	0	0	0	0	0	1	0	0.05
2804	2804	GOLGB1	0	0	0	0	0	0	1	0	0.05
284106	284106	CISD3	0	0	0	0	0	0	1	0	0.05
286827	286827	TRIM59	0	0	0	0	0	0	1	0	0.05
2876	2876	GPX1	0	0	0	0	0	0	1	0	0.05
28969	28969	BZW2	0	0	0	0	0	0	1	0	0.05
28976	28976	ACAD9	0	0	0	0	0	0	1	0	0.05
29066	29066	ZC3H7A	0	0	0	0	0	0	1	0	0.05
29110	29110	TBK1	0	0	0	0	0	0	1	0	0.05
2963	2963	GTF2F2	0	0	0	0	0	0	1	0	0.05
29880	29880	ALG5	0	0	0	0	0	0	1	0	0.05
3066	3066	HDAC2	0	0	0	0	0	0	1	0	0.05
30968	30968	STOML2	0	0	0	0	0	0	1	0	0.05
3162	3162	HMOX1	0	0	0	0	0	0	1	0	0.05
3281	3281	HSBP1	0	0	0	0	0	0	1	0	0.05
34	34	ACADM	0	0	0	0	0	0	1	0	0.05
3416	3416	IDE	0	0	0	0	0	0	1	0	0.05
3615	3615	IMPDH2	0	0	0	0	0	0	1	0	0.05
3688	3688	ITGB1	0	0	0	0	0	0	1	0	0.05
382	382	ARF6	0	0	0	0	0	0	1	0	0.05
387	387	RHOA	0	0	0	0	0	0	1	0	0.05
4015	4015	LOX	0	0	0	0	0	0	1	0	0.05
4139	4139	MARK1	0	0	0	0	0	0	1	0	0.05
4140	4140	MARK3	0	0	0	0	0	0	1	0	0.05
4218	4218	RAB8A	0	0	0	0	0	0	1	0	0.05
4240	4240	MFGE8	0	0	0	0	0	0	1	0	0.05
4343	4343	MOV10	0	0	0	0	0	0	1	0	0.05
4363	4363	ABCC1	0	0	0	0	0	0	1	0	0.05
440138	440138	ALG11	0	0	0	0	0	0	1	0	0.05
4715	4715	NDUFB9	0	0	0	0	0	0	1	0	0.05
4758	4758	NEU1	0	0	0	0	0	0	1	0	0.05
481	481	ATP1B1	0	0	0	0	0	0	1	0	0.05
4884	4884	NPTX1	0	0	0	0	0	0	1	0	0.05
4927	4927	NUP88	0	0	0	0	0	0	1	0	0.05
4928	4928	NUP98	0	0	0	0	0	0	1	0	0.05
5046	5046	PCSK6	0	0	0	0	0	0	1	0	0.05
50999	50999	TMED5	0	0	0	0	0	0	1	0	0.05
51010	51010	EXOSC3	0	0	0	0	0	0	1	0	0.05
51091	51091	SEPSECS	0	0	0	0	0	0	1	0	0.05
51097	51097	SCCPDH	0	0	0	0	0	0	1	0	0.05
51103	51103	NDUFAF1	0	0	0	0	0	0	1	0	0.05
51116	51116	MRPS2	0	0	0	0	0	0	1	0	0.05
51125	51125	GOLGA7	0	0	0	0	0	0	1	0	0.05
5116	5116	PCNT	0	0	0	0	0	0	1	0	0.05
51199	51199	NIN	0	0	0	0	0	0	1	0	0.05
51248	51248	PDZD11	0	0	0	0	0	0	1	0	0.05
51295	51295	ECSIT	0	0	0	0	0	0	1	0	0.05
51361	51361	HOOK1	0	0	0	0	0	0	1	0	0.05
51439	51439	FAM8A1	0	0	0	0	0	0	1	0	0.05
51552	51552	RAB14	0	0	0	0	0	0	1	0	0.05
51574	51574	LARP7	0	0	0	0	0	0	1	0	0.05
51611	51611	DPH5	0	0	0	0	0	0	1	0	0.05
51661	51661	FKBP7	0	0	0	0	0	0	1	0	0.05
523	523	ATP6V1A	0	0	0	0	0	0	1	0	0.05
5318	5318	PKP2	0	0	0	0	0	0	1	0	0.05
5327	5327	PLAT	0	0	0	0	0	0	1	0	0.05
53347	53347	CLIP4	0	0	0	0	0	0	1	0	0.05
53371	53371	NUP54	0	0	0	0	0	0	1	0	0.05
5352	5352	PLOD2	0	0	0	0	0	0	1	0	0.05
53938	53938	PPIL3	0	0	0	0	0	0	1	0	0.05
5422	5422	POLA1	0	0	0	0	0	0	1	0	0.05
54439	54439	ZC3H18	0	0	0	0	0	0	1	0	0.05
54477	54477	PLEKHA5	0	0	0	0	0	0	1	0	0.05
54480	54480	CHPF2	0	0	0	0	0	0	1	0	0.05
54602	54602	NDFIP2	0	0	0	0	0	0	1	0	0.05
54850	54850	FBXL12	0	0	0	0	0	0	1	0	0.05
55027	55027	HEATR3	0	0	0	0	0	0	1	0	0.05
55116	55116	TMEM39B	0	0	0	0	0	0	1	0	0.05
55131	55131	RBM28	0	0	0	0	0	0	1	0	0.05
55206	55206	SBNO1	0	0	0	0	0	0	1	0	0.05
55285	55285	RBM41	0	0	0	0	0	0	1	0	0.05
5538	5538	PPT1	0	0	0	0	0	0	1	0	0.05
5557	5557	PRIM1	0	0	0	0	0	0	1	0	0.05
5558	5558	PRIM2	0	0	0	0	0	0	1	0	0.05
55621	55621	TRMT1	0	0	0	0	0	0	1	0	0.05
5566	5566	PRKACA	0	0	0	0	0	0	1	0	0.05
55676	55676	SLC30A6	0	0	0	0	0	0	1	0	0.05
55700	55700	MAP7D1	0	0	0	0	0	0	1	0	0.05
55711	55711	FAR2	0	0	0	0	0	0	1	0	0.05
55735	55735	DNAJC11	0	0	0	0	0	0	1	0	0.05
55755	55755	CDK5RAP2	0	0	0	0	0	0	1	0	0.05
55757	55757	UGGT2	0	0	0	0	0	0	1	0	0.05
5576	5576	PRKAR2A	0	0	0	0	0	0	1	0	0.05
55768	55768	NGLY1	0	0	0	0	0	0	1	0	0.05
5577	5577	PRKAR2B	0	0	0	0	0	0	1	0	0.05
55823	55823	VPS11	0	0	0	0	0	0	1	0	0.05
55829	55829	VIMP	0	0	0	0	0	0	1	0	0.05
55833	55833	UBAP2	0	0	0	0	0	0	1	0	0.05
56257	56257	MEPCE	0	0	0	0	0	0	1	0	0.05
56605	56605	ERO1B	0	0	0	0	0	0	1	0	0.05
56850	56850	GRIPAP1	0	0	0	0	0	0	1	0	0.05
56915	56915	EXOSC5	0	0	0	0	0	0	1	0	0.05
57106	57106	NAT14	0	0	0	0	0	0	1	0	0.05
5714	5714	PSMD8	0	0	0	0	0	0	1	0	0.05
57142	57142	RTN4	0	0	0	0	0	0	1	0	0.05
57153	57153	SLC44A2	0	0	0	0	0	0	1	0	0.05
57222	57222	ERGIC1	0	0	0	0	0	0	1	0	0.05
57534	57534	MIB1	0	0	0	0	0	0	1	0	0.05
58155	58155	PTBP2	0	0	0	0	0	0	1	0	0.05
5861	5861	RAB1A	0	0	0	0	0	0	1	0	0.05
5862	5862	RAB2A	0	0	0	0	0	0	1	0	0.05
5878	5878	RAB5C	0	0	0	0	0	0	1	0	0.05
5898	5898	RALA	0	0	0	0	0	0	1	0	0.05
5910	5910	RAP1GDS1	0	0	0	0	0	0	1	0	0.05
5962	5962	RDX	0	0	0	0	0	0	1	0	0.05
6046	6046	BRD2	0	0	0	0	0	0	1	0	0.05
60493	60493	FASTKD5	0	0	0	0	0	0	1	0	0.05
60681	60681	FKBP10	0	0	0	0	0	0	1	0	0.05
617	617	BCS1L	0	0	0	0	0	0	1	0	0.05
6388	6388	SDF2	0	0	0	0	0	0	1	0	0.05
64093	64093	SMOC1	0	0	0	0	0	0	1	0	0.05
64374	64374	SIL1	0	0	0	0	0	0	1	0	0.05
64432	64432	MRPS25	0	0	0	0	0	0	1	0	0.05
64689	64689	GORASP1	0	0	0	0	0	0	1	0	0.05
64757	64757	MARC1	0	0	0	0	0	0	1	0	0.05
64784	64784	CRTC3	0	0	0	0	0	0	1	0	0.05
64969	64969	MRPS5	0	0	0	0	0	0	1	0	0.05
6728	6728	SRP19	0	0	0	0	0	0	1	0	0.05
6729	6729	SRP54	0	0	0	0	0	0	1	0	0.05
6731	6731	SRP72	0	0	0	0	0	0	1	0	0.05
6902	6902	TBCA	0	0	0	0	0	0	1	0	0.05
6921	6921	TCEB1	0	0	0	0	0	0	1	0	0.05
6923	6923	TCEB2	0	0	0	0	0	0	1	0	0.05
6938	6938	TCF12	0	0	0	0	0	0	1	0	0.05
7088	7088	TLE1	0	0	0	0	0	0	1	0	0.05
7090	7090	TLE3	0	0	0	0	0	0	1	0	0.05
7161	7161	TP73	0	0	0	0	0	0.5	0	0	0.05
7458	7458	EIF4H	0	0	0	0	0	0	1	0	0.05
7466	7466	WFS1	0	0	0	0	0	0	1	0	0.05
7468	7468	NSD2	0	0	0	0	0	0	1	0	0.05
7812	7812	CSDE1	0	0	0	0	0	0	1	0	0.05
7841	7841	MOGS	0	0	0	0	0	0	1	0	0.05
7879	7879	RAB7A	0	0	0	0	0	0	1	0	0.05
7905	7905	REEP5	0	0	0	0	0	0	1	0	0.05
79053	79053	ALG8	0	0	0	0	0	0	1	0	0.05
79070	79070	KDELC1	0	0	0	0	0	0	1	0	0.05
79077	79077	DCTPP1	0	0	0	0	0	0	1	0	0.05
79078	79078	C1orf50	0	0	0	0	0	0	1	0	0.05
79080	79080	CCDC86	0	0	0	0	0	0	1	0	0.05
79178	79178	THTPA	0	0	0	0	0	0	1	0	0.05
79443	79443	FYCO1	0	0	0	0	0	0	1	0	0.05
79571	79571	GCC1	0	0	0	0	0	0	1	0	0.05
79572	79572	ATP13A3	0	0	0	0	0	0	1	0	0.05
79586	79586	CHPF	0	0	0	0	0	0	1	0	0.05
79666	79666	PLEKHF2	0	0	0	0	0	0	1	0	0.05
79671	79671	NLRX1	0	0	0	0	0	0	1	0	0.05
79699	79699	ZYG11B	0	0	0	0	0	0	1	0	0.05
79731	79731	NARS2	0	0	0	0	0	0	1	0	0.05
79753	79753	SNIP1	0	0	0	0	0	0	1	0	0.05
79877	79877	DCAKD	0	0	0	0	0	0	1	0	0.05
7993	7993	UBXN8	0	0	0	0	0	0	1	0	0.05
79934	79934	ADCK4	0	0	0	0	0	0	1	0	0.05
